text,fake
"Я звернулася до кардіолога, щоб відвідати планову консультацію, і лікар провев аналіз, і ми отримали рекомендації щодо поліпшення загального здоров'я, і це було досить спокійним і професійним, і лікар відповів на всі мої запитання і дав мені необхідні поради, і я був задоволений відвідуваннями і рекомендаціями.",1
"Я був у клініці з офтальмологічною проблемою і отримав невідкладну допомогу від лікаря-офтальмолога. Лікарі провели обстеження моїх очей, а потім лікар призначив певий курс лікування. Все відбулося очень швидко і професійно. Лікар був добрим і пояснював мені всі етапи лікування. Після відвідування лікаря я відчув значне поліпшення стану моїх очей. Я дуже вдячний лікарю за надану допомогу і раджу цю клініку всім, хто потребує офтальмологічної допомоги. Співробітники клініки дуже дружні і привітні, створюють доброзичливу атмосферу для пацієнтів.",1
"Я пішов до хірурга через свою хронічну хворобу. Вони зробили досить виснажливе обстеження. Доктор був дуже гостинний, але я вже втомився постійними відвідуваннями лікарні. Мені було призначено нове лікування, і лікар пояснив все повільно і чітко. Звичайно, я сподіваюся, що це дасть бажані результати. Тепер я чекаю подальших інструкцій і інструкцій. Візит був дуже корисним, але я довго чекав, щоб врятуватись від цих регулярних відвідувань лікаря.",1
"Ми відвідали лікаря з дитиною для другої думки про лікування. Лікар був дуже приємний і добрий, ми зробили багато досліджень і надали багато корисної інформації. Ми отримали дуже чіткі рекомендації щодо подальших дій, які дозволили нам впевнено продовжувати лікування дитини. Лікар поводився з нами з великим розумінням і підтримкою, що було дуже важливо для нас протягом цього періоду. В цілому візит був дуже успішним і корисним, і ми залишалися дуже задоволені і вдячні лікарям за його професійну допомогу і підтримку.",1
"Онлайн консультація сподобалась, залишилась задоволеною.",0
"Візит до лікаря був складним, тому що у мене була сильна температура і сильний біль, і лікар зробив обстеження, але його спеціалізація в області офтальмології не відповідала моїм проблемам, і все ж лікар робив правильно і намагався допомогти, хоча результати не були такими, як я очікував.",1
"Доктор зробив мені хорошу роботу, дав мені перевірку, і мені дали лікування. Після процедури біль значно зменшився. Тепер я можу знову нормально їсти. Я дуже вдячна лікаря за допомогу в цей важкий момент. Лікар дуже доброзичливий і уважний, пояснив все про лікування і допоміг мені подолати проблему.",1
"Вже не вперше відвідую цього лікаря, й вона мене повністю влаштовує, тому записуюсь на консультацію саме до неї.",0
"Нормальний фахівець, має індивідуальний підхід. Все відбулось ОКЕЙ!",0
"Візит до лікаря пройшов чудово! Доктор дуже уважно проаналізував мої проблеми та провів обстеження. Після повторного обстеження лікар порадив корегувати попередній план лікування. Лікар дуже професійний і вміє пояснювати все простою мовою. Весь персонал клініки дуже привітний і завжди готовий допомогти. Я дуже задоволена результатами лікування та порадами лікаря. За останній час відчуваю значне покращення свого стану, що й є доказом високої кваліфікації лікаря. Буду рада рекомендувати цього лікаря своїм друзям і рідним!",1
"Доктора дуже турбувався про здоров'я моїх дітей під час післяопераційного обстеження. Вони проводили опитування, давали поради щодо подальшого лікування.",1
"Лікар дуже уважно прислухався до моїх скарг і дослідив мене, і після першої лікування він помітив значне поліпшення мого зору, і лікар дав мені чіткі рекомендації про те, що робити далі, і поради про те, як підтримувати моє відновлення, а медичний професіоналізм і доброта зробили на мене найкраще враження, за що я дуже вдячний.",1
"Доктор дуже уважно вислухав всі питання і був дуже добре досліджений. Він дав дуже об'єктивну другу думку про стан здоров'я, що було дуже корисно для подальших дій. Він пояснив все чітко і спокійно, створюючи атмосферу довіри. Візит був дуже плідним і корисним.",1
"У доктора тонкий подход ко всем пациентам. Также, врач очень внимательна. Я осталась довольна визитом.",0
"На мою думку, це високо професійний лікар, я прийомом задоволений, задоволений консультацією і в цілому.",0
"Я звернулася до дерматолога з надзвичайним приводом, тому що у мене була проблема з шкірою. Вони зробили деякі аналізи, але результати не були ясними. Лікар приписав лікування, яке не повністю допомогло вирішити мою проблему. Я сподівався на більш ефективне лікування, але лікар, як правило, поводився правильно і професійно. Хоча я не отримав результату, якого сподівався, лікар спробував допомогти і пояснити свій план лікування. Можливо, це зайняло більше часу або інший підхід, але тепер я мушу чекати і спостерігати за своїм станом шкіри. Я сподіваюся, що в майбутньому я можу знайти більш ефективне рішення своєї проблеми.",1
"Візит пройшов прекрасно. Лікар була максимально уважна зі мною, професійна та ввічлива. Все дуже доступно пояснила, надала чудові рекомендації.",0
"Лікар професійно підготовлений, уважний та привертає до себе пацієнта. Рекомендую",0
"Чудовий лікар, квліфікований фахівець, в Європі таких немає. Дякую!",0
"Я дуже вдячний лікареві за професійне лікування та увагу. Під час повторного візиту лікар провів обстеження та поставив позитивний прогноз. Спеціаліст вислухав усі мої запитання та пояснив всі подальші кроки лікування. Також лікар дав рекомендації щодо відновлення після операції. Я відчуваю собі значно краще після проведених процедур. Лікар показав себе як висококваліфікований спеціаліст у своїй галузі, який турбується про своїх пацієнтів. Я радий, що мав можливість отримувати лікування у такого професійного хірурга. Бачу, як він докладає всіх зусиль для того, щоб пацієнти одужували.",1
"Все було привітно, чітко. Лікар все зрозуміло пояснила. Моя проблема була вирішена.",0
"Квалифицированний, внимательний доктор. Консультация прошла на очень високом уровне, очень вежливое отношение к пациенту. Спасибо доктору.",0
"Висококваліфікований уролог надав мені найкращу медичну допомогу під час гострих випадків з високою лихоманкою і сильними болями, і він діагностикував мене неймовірно швидко і призначив ідеальне лікування, що призвело до фантастичного полегшення для мого стану, і найкращий лікар, якого я коли-небудь бачив, надав найшвидше і найефективніше лікування.",1
"Були на прийомі у цієї лікарки, абсолютно усим задоволені, уважна, кваліфікована, досвідчена, надала корисні рекомендації, дякую.",0
"Лікар дуже ретельно провів обстеження після операції, відповів на всі мої питання та дав зрозумілі рекомендації. Залишився задоволений від візиту, лікар показав себе як справжній професіонал своєї справи. Все пройшло спокійно і без стресу, лікар створив доброзичливу атмосферу під час прийому.",1
"Очень хороший врач, помог и назначил сразу правильное лечение. Врач от Бога.",0
"Внимательная, все тщательно изучает. Визит понравился.",0
"Мені довелося відвідати лікаря повторно після лікування. Спочатку провели обстеження, щоб перевірити стан мого здоров'я. Хірург дав певні рекомендації щодо подальшого лікування, але, на мою думку, вони могли бути більш ефективними. Загалом, лікарі поводились уважно, проте особисто мені очікувалося більшої уваги до моїх питань.",1
"Лікар дуже добре оглянув мого сина, все було зроблено дуже швидко і професійно. Він був дуже хорошим лікарем, він чітко і чітко відповів на всі питання. Ми були дуже задоволені порадою та порадою лікаря. Це було просто чудово!",1
"Під час повторного візиту до лікаря-уролога я очікував більшого підходу до розв'язання моєї проблеми. Лікар провів обстеження, проте підсумковий висновок було зроблено без детального пояснення ситуації. Також було назначено ліки, проте мені не було чітко пояснено, як вони будуть впливати на моє лікування. У загальному я залишилися з деякими питаннями після візиту. Хоча лікар був коректним і ввічливим, я сподівався отримати більш глибоке розуміння моєї ситуації та подальших дій. Загалом, візит був професійним, але я сподівався на більш конкретні результати та рекомендації.",1
"Оцінку ставлю навіть десять! Лікар тактовний, лояльний. Кваліфікована, порядна людина, не хапуга, як багато інших.",0
"Достатньо просто та доступною мовою пояснив, консультація усім влаштувала.",0
"Все бистро и аккуратно, очень довольни приемом. Спасибо доктору.",0
"Все було добре і зручно. Нас прийняли, гарне обслуговування",0
"Я була в клініці педіатра щодо хронічного захворювання моєї дитини, і лікар провев обстеження, але я очікувала більш детальної консультації, а нам було призначено певні ліки, але я вважала, що цей процес був досить поверхневим, і, як правило, я очікувала більш індивідуального підходу до нашої ситуації.",1
"Я недавно відвідав ендокринолога через мої хронічні проблеми зі здоров'ям. Лікар провів обстеження, поставив новий діагноз і призначив лікування. Все пройшло швидко, але я трохи нервував під час візиту. Лікар пояснив мені усе докладно, але мені здається, що я забув деякі важливі деталі. Тепер потрібно почекати, як піде лікування, і чи принесе воно покращення. Лікар сказав, що потрібно час, щоб побачити результати, тому я зараз просто чекаю та следкую за своїми симптомами. Надіюсь, що все буде добре.",1
"Дуже сподобалося, дуже спокійний, хороший лікар, вислухав, дав поради, таке враження склалося.",0
"Залишились тільки позитивні враження, лікар дуже хороший спеціаліст і приємна людина, прийом дуже сподобався",0
"Доктора проводив дуже повільний і інформативний обстеження нашої дитини. Ми чекали досить довго, а сама консультація була короткою.",1
"Відвідування офтальмолога не було достатньо, щоб вирішити мою проблему з очима. було проведено обстеження, і було призначено лікування. Але, на жаль, не всі питання були вирішені до кінця.",1
"Як фахівець сподобалась. Лікарка дуже уважна, у подробицях все пояснює. Я повністю задоволена.",0
"Руслан Васильович дійсно чудовий спеціаліст, консультацію проводить, не аби як, а може все детально розказати та допомогти. Я дуже задоволений візитом, лікар справді на своєму місці.",0
Доктор помог разобраться в семейних проблемах. Спасибо за семейное консультирование.,0
"Очень хороший человек, профессионал. Внимательно и чутко относилась.",0
"Тамара дуже легко знайшла підхід до мене, а я думав це буде важко. Спілкуватись було дуже приємно, наче зі старим другом, але набагато продуктивніше.",0
"Швидко, все було зрозуміло, нічого зайвого, прийом сподобався",0
"Мне все понравилось. Меня долго беспокоили кошмари, бессоница, страхи. Лечение назначенное сразу помогло в течении нескольких дней. Алина Владимировна била очень корректена со мной. Оцениваю консультацию на пятерку, рекомендовала би другим пациентам с похожими проблемами",0
"Відвідав лікаря на післяопераційний огляд і залишаюсь дуже вдячним за його професійність та увагу. Лікар провів обстеження мого стану після операції та дав мені усі необхідні поради щодо подальшого лікування. Відповідно до його рекомендацій, мені призначили певний режим прийому ліків, щоб прискорити процес одужання. Сам лікар ấ уважний та чуйний, пояснював усе дуже зрозуміло. Його кабінет( чистий та злагоджений. Відразу відчуваєш, що тут тебе чекають з відкритими руками. Через усе це дуже радий, що вибрав цього лікаря для себе. Надіюсь, подальше одужання пройде гладко завдяки його допомозі. За все, дякую велике!",1
"Перший візит сподобався. Димко Тетяна приємна в спілкуванні, викликає довіру, призначила лікування. Надалі буду звертатися. Рекомендую!",0
"Лікар дуже добре обстежив моє хронічне захворювання шкіри! Дерматолог була дуже уважна і привітна. Всі процедури пройшли дуже гладко, я залишилась дуже задоволена консультацією та підтримкою лікаря. Надзвичайно порадуюся цьому чудовому лікареві - дужений і добрий спеціаліст! Лікар підтримала мене на кожному етапі, надала необхідні рекомендації щодо лікування. Лікарня має відмінний персонал, а лікарі роблять все, щоб пацієнти відчували себе комфортно та без стресу.",1
"Якісна консультація, було комфортно, я задоволена візитом",0
"Я була на запланованій консультації з терапевтом. У мене був тест, але я не міг отримати чіткого відповіді на мої запитання. Доктор був уважним, але він не був дуже корисним. Я сподіваюся, наступний раз буде краще. Вони встановили план профілактики, але я ще не бачив жодних значних змін. У цілому візит пройшов плавно, але я очікував більше уваги до моїх проблем.",1
"Долго искала хорошего ендокринолога,на пятом остановилась Нона Александровна! Благодаря ей стало намного лучше, лишний раз по врачам не гоняет, так как сама может помочь",0
"Я пішов до уролога під керівництвом сімейного лікаря. З самого початку я був досить втоминий цією історією, але лікар був похвалений за його професіоналізм. Вони зробили обстеження, а потім прописали курс лікування. Не можна сказати, що це було легко, але лікар зміг пояснити всі свої дії і відповісти на всі мої питання. Тепер ми чекаємо результатів і подальших рекомендацій. Хоча процес був досить виснажливим, але лікар виявився справжнім експертом.",1
"Здравствуйте. Вчера заказивала онлайн консультацию, очень оперативно помогли. Доктор очень внимательний, вислушала и дала совети, назначила лечение. Приятно когда тебя вислушивают и стараются помочь. Спасибо за обслуживание. Советую обращаться.",0
"Я дуже вдячний лікаря за його уважний ставлення і професійну допомогу під час післяопераційного перегляду. Лікар зробив перевірки і надав мені повний комфорт під час відвідування. Результати операції були детально переглянуті, і лікар дав рекомендації для майбутнього лікування. Лікар також рекомендував спеціальну дієту для швидкого відновлення. Я відчував велику підтримку і занепокоєння під час нашої зустрічі. Лікар має хорошу здатність пояснювати складні речі простою мовою, тому я зрозумів всі його поради. Загалом, я з задоволенням відвідую лікаря і рекомендую його кожному, хто потребує допомоги гастроентеролога. Лікар дійсно є професіоналом у своїй галузі, і я дуже вдячний за його допомогу.",1
"Лікарка мене перебивала, не слухала, розповідала пів години як їй не подобається проводити онлайн консультацію, я переповідала свій анамнез і у висновку лікарка написала повну маячню. Я розповідала лікарю що я проходила повні обстеження в Україні на базі яких я проходила, чомусь лікар написала що я проходила в Австрії, але я там нічого не проходила і досить було дивне спілкування з нею, вона намагалася на мене наїхати що я не всі аналізи їй надіслала одразу, хоча мені сказали надіслати загальний аналіз крові не більше ніж два тижні давності. Не задоволена онлайн консультацією.",0
"Лікар добре провів післяопераційний огляд нашої дитини. Він вислухав усі наші запитання й дав рекомендації щодо подальшого лікування. Провели обстеження, яке пройшло дуже спокійно. Діти відчували себе комфортно при огляді. Лікар показав себе як компетентний фахівець у сфері педіатрії. Будемо відвідувати цього лікаря й надалі.",1
"Відвідував лікаря-лору з приводу хронічного захворювання горла. Дуже добре обстежили, поставили точний діагноз. Лікар дуже уважно ставився до моїх скарг, повністю вислуховував і аналізував мою ситуацію. Дуже професійний підхід, гарна організація прийому. Вражає доброзичливістю і увагою до пацієнтів. Рекомендую лікаря усім, хто потребує допомоги лора. Відвідування цього лікаря дало мені надію на покращення мого стану. Лікар дав багато корисних порад і призначив ефективне лікування. Загалом, дуже задоволений відвідуванням цього лікаря. Все було дуже добре організовано, не треба було довго чекати. Лікар і його команда працюють дуже слажено.",1
"Очень опасалась визита, но абсолютно зря, било очень комфортно общаться и очень помогли рекомендации доктора.",0
"Він був дуже добре досліджений! Лікар негайно позаботився про нього, пояснив все чітко і чітко. Зуби тепер відчувають себе добре, все виправляється швидко і якісно. Дуже задоволений відвідуванням, я рекомендую цього лікаря всім!",1
"Я дуже радію побачити цього дерматолога! Лікар дійсно професійний і приємний, з яким можна поговорити. Він негайно доглядав за мною, дав мені комплексну оцінку і доручив мені лікування, яке вже починає давати позитивні результати. Вони постійно стежать за моїм станом, і лікар знаходиться в тісному контакті зі мною, пояснює всі кроки і відповідає на всі питання. За таку допомогу і догляд я пам'ятаю цей візит з великою вдячністю і позитивними емоціями! Я рекомендую цього лікаря кожному, хто потребує кваліфікованої догляду за шкірою.",1
"Лікар провів післяопераційний огляд моєї дитини. Віноблично пояснив усе, що відбувається, та відповів на всі наші питання. Провели обстеження, яке допомогло встановити сучасний стан здоров'я дитини. Лікар надав поради щодо подальшого лікування та запобігання можливих ускладнень. Все відбулося ійно та у спокійній атмосфері.",1
Доктор с опитом и с подходом к пациенту! Все замечательно.,0
Візит пройшов добре в даного лікаря. Все дуже сподобалося.,0
"Довольно грамотний человек, консультация прошла очень хорошо. Все прошло хорошо",0
"Довгий час не міг наважитися звернутися до лікарів зазначеного профілю, боявся осуду, розкрити свої думки і переживання. Лікаря вибрав по рекомендації друзів і не прогадав. Лікар Царук – молодець!",0
"Я пройшов доволі повний візит, пройшов постопераційний огляд, але я вважав, що підхід лікаря до моєї ситуації був трохи безрозумний. Гастроентеролог дав мені деякі рекомендації, але не було чітко зрозуміло, які кроки треба зробити для подальшого відновлення.",1
"Відвідував лікаря-гасртоентеролога на профілактичному огляді. Лікар провів обстеження, призначив деякі препарати для лікування. Надії , що тепер стане краще. Процес проходив тяжко, але лікар поводився ввічливо. Після огляду мене провели на деякі додаткові дослідження. Всього візит зайняв досить багато часу, я вже втомився. Але лікаря я рекомендую, він професійний та уважний. Тепер чекаю результатів досліджень і сподіваюсь на позитивний відгук організму на призначене лікування.",1
"Надзвичайно кваліфікований лікар-гінеколог надав мені ідеальне лікування під час гострого випадку високої температури та сильного болю. Найкращий лікар у місті дуже ретельно обстежив мене та призначив фантастичні ліки, які неймовірно швидко допомогли мені одужати. Фахівець свій галузі, він використовує найновіші методи лікування, тому я йому дуже вдячна.",1
"Молодому доктору нужно научиться общаться с пациентами, которие ее возраста. Я считаю, что обращаться на ""ти"", ето непозволительно как для врача. Спрашивать у пациента как работают на пациенте таблетки антидепрессанти тоже некорректно. Общение с пациентами нужно подкорректировать и будет хорошо",0
"Я подобрал нормального врача, такого как хотел, его консультация била мне полезной.",0
"Я вже дуже втомився після всього, що відбулось. Візит до терапевта був необхідним після операції, щоб перевірити мій стан. Лікарі провели обстеження та дали деякі рекомендації щодо подальшого лікування. Здається, що все йде добрим шляхом, але ще довго буде потрібно відновлюватись. Лікарі були доброзичними та пояснювали все зрозуміло, але я вже так ố швидше одужати та повернутись до нормального життя. Відчути себе знов здоровим і не мати постійної потреби відвідувати лікарню - це мрія, якій я бажаю якнайшвидшого виконання. Всі ці процедури і повторні візити дуже виснажують.",1
"Відвідав лікаря для отримання другої думки щодо свого стану здоров'я. Спеціаліст провів обстеження та дав рекомендовані методи лікування. Хоча лікар подався досить привітно, але сама консультація не принесла очікуваних результатів. Чувся певний рівень невизначеності щодо подальших дій. Загалом, очікував більш точного та ясного пояснення свого стану та перспектив лікування. Через це візит не відповідав моїм сподіванням, хоч і пройшов коректно. Було б цікаво отримати більш вдумливе підходу до проблеми. Тепер буду продовжувати пошук більш придатного варіанту для вирішення моєї проблеми зі здоров'ям.",1
"Я була запланована відвідати гастроентеролога. Спочатку я була трохи нервова, але лікар був дуже вежливим, щоб заспокоїти мене. Вони зробили необхідні дослідження і дали мені рекомендації щодо здорової дієти. Я зазвичай відчував позитивний підхід лікаря і професіоналізм, хоча я був трохи стурбований результатами. Я сподіваюся, що ситуація покращиться.",1
"Мене вчасно прийняли, провели огляд. все пояснили, я задоволена, дякую.",0
"Я пішов до гастроентеролога для ряду випадків, лікар робив обстеження і призначив лікування, персонал в клініці був дуже сприятливим і професійним, і ситуація значно покращилася після візиту лікаря, і я був дуже щасливий з візитом!",1
"Я відвідав ортопедичного хірурга для запланованого візиту і був дуже задоволений візитом. Хірурга здійснив дуже ретельний обстеження і дав детальні поради щодо охорони здоров'я. Я був задоволений його вежливим ставленням і турботливим підходом до пацієнтів. Хірурга витратив достатньо часу, щоб уважно слухати мої запитання і записки, а потім дав чіткі рекомендації щодо того, що робити далі. Я дуже вдячний за професійну допомогу і доброту.",1
"Дуже уважна лікар, все пояснила професійно та ввічливо. Дякую",0
"Доктор отличний, видно очень продвинутий специалист.",0
"Надзвичайно переживала цей візит, адже потребувала другої думки від гінеколога. Найкращий лікар, якого тільки могла знайти, надав ідеальне лікування і неймовірно доброзичливе прийом. Фантастично розібрався у моїх питаннях, про що я йому дуже вдячна. Неймовірно ввічливий і уважний лікар, який справді проявила турботу про мої проблеми. Після розмови з ним я почуваюся надзвичайно спокійно, бо він дав ідеальні поради і призначив найефективніше лікування. Це справді найкращий гінеколог, якого я коли-небудь зустрічала, і я дуже рада, що вибрала саме його для отримання другої думки.",1
"Хороший, добрий, заботливий доктор. Я полностью доволен приемом.",0
"Я була трохи нервозна, що веду дитину до стоматолога, але лікар був дуже гостинний, і він заспокоїв нас, і вони зробили нам аналізи, і вони дали нам стоматологічну консультацію, і це вийшло добре, хоча я все ще трохи турбувався, як це буде йти, і це лише питання часу, перш ніж результати вийдуть, але поки я задоволений візитом.",1
"Залишився задоволеним відношенням лікаря - був дуже уважним, та усе що робив, коментував.",0
"Очень довольна приемом,остались только положительние емоции.Доктор с большой букви:получила много познавательной инфо,безболезненний прием и лечение.Всем советую!!!",0
"Прийом сподобався. По лікарю враження дуже приємне, лікар зразу знаходить спільну мову з пацієнтом, навіть з малесенькою дитиною, проконсультував. Все, що ми хотіли, ми отримали в повному обсязі",0
"Мне очень понравилась консультация у доктора, Ирина Юрьевна подробно все рассказала о моей проблеме, провела внимательно осмотр и пальпацию брюшной полости, назначила препарати. Прием понравился, планирую обратиться к доктору на следующий прием",0
"Лікар кваліфікований фахівець, дуже добре підходить до своїх пацієнтів. Я задоволений прийомом",0
"Очень качественное обслуживание, качественно проведенное ультразвуковое исследование и предоставлена консультация. Я всем удовлетворена. Спасибо огромное, не впервие в етой клинике и не последний раз.",0
"Я була досить нервозна, коли побачила гінеколога, тому що отримала рекомендацію від сімейного лікаря. Але лікар виявився дуже доброзичливим і професійним, що негайно усунуло мої страхи. Вони зробили необхідне обстеження, а потім лікар пояснив мені результати в доступній формі. Вони дали мені кілька інструкцій про те, що робити далі, але все це було чітко і логічно. Загалом, досвід візиту був набагато кращим, ніж я очікував, і я відчуваю більшу впевненість у своєму здоров'ї. Я був вражений доброзичливістю лікаря і його здатністю пояснити все легко. Тепер я можу сказати, що відвідування цього лікаря було корисним і без стресу.",1
"Лікар кваліфікований та уважний, все мені пояснив доступною мовою, я задоволенй, дякую.",0
"У мене залишилися дуже гарні враження, дуже грамотний лікар, вся інформація була по суті, пояснює дуже добре. Я задоволена візитом до лікаря",0
"Ми йшли до ортопеда з дитиною, дуже втомлені, лікар зробив нам обстеження, доручив лікування, і тепер ми чекаємо поліпшення, і ми дійсно чекаємо позитивного результату, тому що ми майже втратили сили, і все було зроблено професійно, але ми чекали довгий час.",1
"Я дуже втомився від всього цього процесу лікування хронічних захворювань. Я пішов до лікаря сьогодні. Вони перевіряли мене, задавали мені питання про мої скарги. Доктор рекомендував мені певний курс лікування, який я повинен був прийняти. Я знову був переконаний, що повинен спостерігати за своїм здоров'ям і дотримуватися рекомендацій лікаря.",1
Доктор профессионал и отличний человек! Консультацией доволен. Результат будет виден после курса. Рекомендую. положительний человек.,0
"Доктор провев післяопераційний обстеження нашої дитини, і ми дуже вдячні за його професіоналізм і догляд. Всі процедури були виконані дуже уважно, і ми були повністю проінформовані про наступний план лікування. Ми відчували себе в безпеці у його догляді. Ми настійно рекомендуємо цього лікаря всім батькам, які шукають хорошого і кваліфікованого педіатра.",1
